comment,likes,comment_type,author,date,mf_care_harm_score,mf_care_harm_polarity,mf_fairness_cheating_score,mf_fairness_cheating_polarity,mf_loyalty_betrayal_score,mf_loyalty_betrayal_polarity,mf_authority_subversion_score,mf_authority_subversion_polarity,mf_sanctity_degradation_score,mf_sanctity_degradation_polarity,mf_liberty_oppression_score,mf_liberty_oppression_polarity,love_concept,commitment_view,jealousy_attitude,relationship_structure,individualism,traditionalism,openness,conformity,hedonism,universalism,emotional_valence,emotional_intensity,emotions,stance,confidence,argument_type,key_claims,underlying_assumptions,complexity_level,internal_consistency,openness_to_dialogue,moral_sophistication
내나이 46 내가 예전에 10대때 딩크족할거라 그러고 다들 결혼해서 애낳고 사는것이 당연한시대에 자신의 행복을 위해 살겟다 더블인컴으로 애없이 살겟다는 잘생긴 오빠 엄청 자유롭고 문란한 연애를 즐겻지 그리고 또 잘생긴 언니 일찍이 레즈비언 커밍 아웃 하고 부잣집 딸이라 선물 공세 하며 많은 여자 갈아치우며 화려하게 살앗어 그 두사람이 갑자기 생각나 어린 마음에 신선하고 멋져 보엿어 나도 저렇게 자유롭게 살고 싶다 막연하게 생각하며 그런데 세월이 지난 지금 그 잘생겻던 오빠도 이제 노년 접어들고 그 언니도 노년 잡아들어서 우연히 동네에서 보게되는데 지금은 참 초라해 보여 … 50넘어서도 문신에 피어싱에 글쎄 너네가 나이 먹고도 주변 시선 개의치 않고 잘 살수 잇을까 ? 평범하게 가정을 이루고 직업을 갖고 그렇게 사는 사람들 틈에서 철저히 이방인 느낌으로 사람들의 외면 받고 살게 되진 않을까 걱정스럽다 .. 젊음을 커리어에 낭비하지 않고 방탕한 자유에 낭비하면 나중에 남는것도 없고 주변에 사람도 없고 외로워질수도 잇지 않을까 ?,0,원댓글,@SunJooShin-o3z,2025. 9. 18. 오후 6:11:47,4,negative,2,neutral,3,negative,2,negative,3,negative,2,neutral,exclusive,absolute,natural,hierarchical,3,4,2,4,2,2,negative,3,"걱정,불안,연민,후회(간접적)",anti_polyamory,4,personal,"다자연애(혹은 자유로운 삶)는 노년에 초라하고 외로운 삶으로 이어질 수 있다,평범한 삶에서 벗어나면 사회적으로 고립될 수 있다","인생의 행복은 사회적 관계와 경제적 안정에 달려있다,전통적인 가족 형태가 가장 안정적인 삶의 형태이다,젊음의 자유는 미래의 고통으로 이어질 수 있다",3,4,2,3
"7:46 규리라는 사람이 말한거고8:20 화성인이 말한 거의견이 다른 거 같은데..제발 컨셉이라고 해줘,,",5,원댓글,@서현-e4n7g,2025. 9. 9. 오후 7:58:26,3,negative,2,neutral,4,negative,1,neutral,3,negative,2,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,3,negative,3,"discomfort,confusion,disbelief",anti_polyamory,3,personal,"다자연애는 진실된 관계가 아닐 수 있다.,다자연애는 불편하고 혼란스럽다.","진정한 사랑은 한 사람에게만 향해야 한다.,관계는 안정적이고 예측 가능해야 한다.",2,4,2,2
뒤에 보니까 환영이라고 하네.. 제발 컨셉이라고 해줘..,2,↳ 답글,@서현-e4n7g,2025. 9. 9. 오후 8:02:47,3,negative,2,negative,4,negative,1,neutral,3,negative,2,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,3,negative,3,"disbelief,anxiety,concern",anti_polyamory,4,moral,"다자연애는 진실된 사랑의 형태가 아닐 수 있다,다자연애는 기존 관계에 해를 끼칠 수 있다","사랑은 배타적이어야 한다,관계는 안정적이고 지속적이어야 한다",2,4,2,2
폴리아모리라고 하는데 유럽쪽에서 만든 연애임,2,원댓글,@uuuppll,2025. 9. 9. 오후 10:40:31,2,neutral,2,neutral,3,negative,2,neutral,2,neutral,2,neutral,complex,flexible,manageable,fluid,3,3,3,3,2,3,neutral,1,,neutral,2,cultural,폴리아모리는 유럽에서 유래했다,연애의 형태는 문화적 배경에 따라 다를 수 있다,2,5,3,2
얼굴들 두껍다. 저게 뭐 자랑거리라고 말도 안 되는 논리를 펼치는지,1,원댓글,@TheBangwool,2025. 9. 15. 오후 11:46:38,4,negative,5,negative,4,negative,3,negative,4,negative,2,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,4,"분노,경멸,혐오",anti_polyamory,5,moral,"다자연애는 부도덕하다,다자연애를 자랑하는 것은 부적절하다","일부일처제가 정상적인 관계 형태이다,사회적 규범을 따라야 한다",1,5,1,1
문어다리와 문란한 성생활의 자기들만의 합리화.,6,원댓글,@지영윤-e4t,2025. 9. 12. 오후 1:17:03,4,negative,3,negative,4,negative,2,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,3,2,negative,3,"disgust,judgment,skepticism",anti_polyamory,4,moral,"다자연애는 문란한 성생활이다,다자연애는 자기 합리화이다","독점적 관계가 정상적이고 바람직하다,다자연애는 도덕적으로 문제가 있다",2,4,2,2
타락의 극치,13,원댓글,@ruthiekim2396,2025. 9. 10. 오전 3:45:47,4,negative,3,negative,4,negative,2,negative,5,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,4,"혐오,분노,경멸",anti_polyamory,5,moral/cultural/religious,"다자연애는 사회의 도덕적 기반을 붕괴시킨다,다자연애는 전통적인 가족 가치를 파괴한다","독점적인 관계만이 진정한 사랑이다,결혼은 신성하고 불변하는 제도이다",1,4,1,1
얼굴들고 어찌 다닐려고.....,0,원댓글,@쩡이-e1d,2025. 9. 17. 오전 10:44:31,3,negative,2,negative,4,negative,2,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,5,2,2,negative,4,"shame,disapproval,concern,judgment",anti_polyamory,4,cultural,"다자연애는 사회적 낙인을 초래한다.,다자연애는 사회적으로 용납될 수 없는 행동이다.","사회적 평판이 개인의 행복에 매우 중요하다.,전통적인 관계 모델만이 사회적으로 인정받아야 한다.,다자연애는 숨겨야 할 수치스러운 행위이다.",1,4,1,1
세상이 미쳐돌아간다.그걸 또 방송으로 노출시킨다,0,원댓글,@정훈이-c6p,2025. 9. 22. 오후 6:28:41,2,negative,1,negative,3,negative,2,negative,4,negative,0,neutral,exclusive,absolute,natural,hierarchical,2,4,1,4,1,2,negative,4,"disgust,anger,shock",anti_polyamory,5,cultural,"다자연애는 사회적으로 비정상적인 현상이다.,다자연애는 방송에 노출되어서는 안 된다.","전통적인 일부일처제가 정상적인 관계 형태이다.,방송은 사회적 규범을 반영하고 강화해야 한다.",1,5,1,1
골때린다!! 이런방송 해야하는 이유가 뭔가요? 우리가 양성애자들을 순수한 사랑이라고 이해해야되고 애들도 그렇게 교육시켜야되나요?? 참으로 불편 그 자체입니다!,1,원댓글,@rygsrifgst,2025. 9. 13. 오후 8:48:45,4,negative,2,neutral,3,negative,3,negative,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,4,2,1,negative,4,"불쾌감,혐오,불안",anti_polyamory,5,moral/cultural,"다자연애는 순수한 사랑이 아니다,다자연애 교육은 부적절하다","전통적인 가족 형태가 바람직하다,아동은 특정 가치관에 따라 교육받아야 한다",2,4,1,2
너무 잘살았다 우리나라기가막힌다,1,원댓글,@김주경-v9d,2025. 9. 13. 오전 12:00:28,1,positive,1,neutral,1,positive,1,neutral,1,neutral,1,neutral,undefined,undefined,undefined,undefined,2,3,2,3,3,2,positive,4,"satisfaction,pride,contentment",neutral,4,personal,한국 사회에서의 삶에 대한 긍정적 평가,현재 한국 사회가 긍정적인 삶을 제공한다,1,5,1,1
미친..정상이 아니네요. 저런걸 어떻게 떳떳하게 인정받고 싶어하죠? 제발 다양성이란 말로 비정상적인걸 감싸지 말자.,0,원댓글,@jo.w.2994,2025. 9. 16. 오후 7:22:28,4,negative,2,neutral,3,negative,2,negative,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,2,1,negative,5,"혐오,분노,경멸",anti_polyamory,5,moral,"다자연애는 비정상이다.,다양성이라는 이름으로 비정상적인 것을 감싸서는 안 된다.","정상적인 관계는 일부일처제이다.,사회는 정상적인 것과 비정상적인 것을 구분해야 한다.,비정상적인 것은 인정받을 가치가 없다.",2,4,1,2
걍 책임없는 쾌락,0,원댓글,@nonammess,2025. 9. 19. 오후 9:17:27,4,negative,3,negative,2,negative,1,neutral,1,neutral,2,positive,undefined,reject,natural,individual,3,2,3,3,4,3,negative,3,"비판,경멸,불안",anti_polyamory,4,moral,다자연애는 책임 없는 쾌락 추구이다,"쾌락 추구는 책임과 균형을 이루어야 한다,관계는 책임과 헌신을 포함해야 한다,다자연애는 쾌락 추구에만 집중하고 책임을 회피한다",2,4,2,2
미친거리동물도 저러지 않는다,0,원댓글,@진짜-u7i,2025. 9. 17. 오후 11:54:00,4,negative,3,negative,5,negative,2,neutral,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,5,"분노,혐오,경멸",anti_polyamory,5,moral,"다자연애는 인간으로서 할 수 없는 '미친' 짓이다.,다자연애는 동물적인 행위와 다를 바 없다.","일부일처제가 정상적인 관계의 형태이다.,인간은 동물보다 고등한 존재이며, 동물적인 행위는 부도덕하다.,다자연애는 정서적 안정과 신뢰를 파괴한다.",1,4,1,1
아니 씨봐 양성애자 잔아 다자연예 좋아하네 ㅋㅋㅋㅋㅋㅋ,0,원댓글,@user-xb1gq3if5d,2025. 9. 25. 오후 4:39:35,2,negative,3,negative,4,negative,1,neutral,2,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,1,4,2,2,negative,5,"분노,혐오,조롱,경멸",anti_polyamory,5,personal,"양성애자는 다자연애를 좋아한다,다자연애는 비정상적이다","일부일처제가 정상적인 연애 형태이다,성적 지향은 연애 방식과 관련이 있다,다자연애는 도덕적으로 잘못되었다",1,2,1,1
동물도 안그러는데 동물보다 못하네,1,원댓글,@요미소-b9v,2025. 9. 12. 오후 9:44:38,4,negative,3,negative,4,negative,2,neutral,3,negative,2,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,4,"disgust,contempt,disappointment",anti_polyamory,5,moral,"다자연애는 인간의 본성에 어긋난다,다자연애는 동물보다 못한 행위이다","인간은 일부일처제를 지향해야 한다,동물은 인간보다 도덕적으로 열등하다,다자연애는 도덕적으로 잘못된 행위이다",1,4,1,1
인간도 동물이에요..,0,↳ 답글,@니꼬삼,2025. 9. 14. 오후 9:29:16,2,neutral,1,neutral,1,negative,2,neutral,1,negative,3,positive,inclusive,flexible,manageable,egalitarian,4,2,4,2,3,3,neutral,2,"rationality,objectivity",pro_polyamory,4,moral,인간은 동물이다,"동물은 일부일처제를 따르지 않는다,인간의 본성은 다자연애를 지향한다,사회적 규범은 인간의 본성을 억압한다",2,4,3,3
그냥 자극적인내용으로 조회수만 빠는프로~ ㅎㅎㅎ다자연애 ㅋㅋ당장아웃이지,4,원댓글,@블랙홀-p4w,2025. 9. 11. 오후 5:24:45,4,negative,3,negative,5,negative,1,neutral,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,4,"분노,혐오,경멸",anti_polyamory,5,moral,"다자연애는 부도덕하다,다자연애는 용납될 수 없다","일부일처제가 유일하게 도덕적인 관계 형태이다,다자연애는 관계의 파괴를 가져온다",1,4,1,1
그냥 문란한 인생을 저 따구로 포장...,412,원댓글,@hannah1688,2025. 9. 10. 오후 9:41:29,4,negative,3,negative,4,negative,2,negative,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,1,4,2,2,negative,4,"분노,경멸,혐오",anti_polyamory,5,moral,"다자연애는 문란하다,다자연애는 진실을 포장한다","일부일처제가 정상적인 관계이다,문란함은 도덕적으로 옳지 않다,진실을 숨기는 것은 나쁜 행위이다",2,4,1,2
이런게 이해받는 세상이올까 두렵다.사랑으로 포장한 문란함일 뿐이다.,227,원댓글,@미경-o2n,2025. 9. 11. 오후 5:40:39,4,negative,3,negative,4,negative,2,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,2,2,negative,4,"두려움,불안,혐오",anti_polyamory,4,moral,"다자연애는 사랑으로 포장된 문란함이다.,다자연애가 이해받는 세상이 오는 것이 두렵다.","사랑은 독점적 관계여야 한다.,다자연애는 사회 질서를 해친다.,문란함은 부정적인 것이다.",2,4,1,2
그냥 지 멋대로 살겠다는 마인드 그 이상 이하도 아니니. 마음 맞는 사람들끼리 그런다면 더 할 말은 없지만 순수한 사랑이니 뭐니 해가며 미화시키지는 않기를..,359,원댓글,@굳굳-d8o,2025. 9. 9. 오후 9:22:33,3,negative,4,negative,4,negative,2,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,3,2,negative,3,"disapproval,annoyance,skepticism",anti_polyamory,4,moral,"다자연애는 '지 멋대로' 사는 것과 다름없다,다자연애를 미화해서는 안 된다","사랑은 독점적이어야 한다,사회적 규범을 따라야 한다,다자연애는 진정한 사랑이 아니다",2,4,2,2
"진짜 정신과치료 받아야 할 것 같아요., , .",306,원댓글,@스마일-p8m,2025. 9. 12. 오전 12:06:54,4,negative,3,negative,3,negative,2,neutral,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,3,negative,3,"disgust,concern,judgment",anti_polyamory,4,personal/moral,다자연애는 정신적으로 건강하지 않다,"일부일처제가 정상적인 관계 형태이다,정신 건강의 기준은 사회적 규범에 의해 정의된다",2,4,1,2
증세가 심각하다,8,↳ 답글,@장미-o8m,2025. 9. 13. 오후 6:57:47,3,negative,2,negative,3,negative,1,neutral,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,2,negative,4,"disgust,concern,disapproval",anti_polyamory,4,moral,"다자연애는 부정적인 현상이다.,다자연애는 개인이나 관계에 해를 끼칠 수 있다.","일부일처제가 정상적인 관계 형태이다.,다자연애는 불안정하고 문제가 많다.",2,4,1,2
당당하고 자신있으면 남주분은 왜 모자이크임 ??,309,원댓글,@upcast_korea,2025. 9. 11. 오전 5:26:48,2,negative,4,negative,3,negative,1,neutral,2,negative,3,negative,complex,flexible,manageable,egalitarian,3,3,4,3,2,3,negative,3,"의문,불신,비판",questioning,4,moral,"다자연애 관계에서 투명성이 중요하다.,숨김은 관계에 대한 자신감 부족을 의미한다.","모든 관계는 투명해야 한다.,다자연애는 사회적으로 인정받기 어려운 관계이다.",3,4,3,3
남자입장에서는 잘못된거고 욕먹을거 알지만 젊을때 2명이랑 즐기고싶으니 가려달라고 하는거지 ㅋㅋㅋㅋㅋ남자가 승리자임 개부럽다 ㅠㅠ,25,↳ 답글,@Real_madrid-mbappe,2025. 9. 16. 오후 10:42:45,2,negative,4,negative,4,negative,1,neutral,2,negative,2,positive,undefined,flexible,undefined,undefined,4,2,3,2,4,1,positive,4,"envy,excitement,self-justification",pro_polyamory,4,personal,"다자연애는 즐거움을 줄 수 있다.,남자는 다자연애를 통해 승리자가 될 수 있다.","쾌락은 추구할 가치가 있다.,남성의 성공은 여성과의 관계에서 결정된다.",2,3,2,2
@@Real_madrid-mbappe뭐가 부럽냐 더럽고 문란하고 까딱하다간 성병걸릴 수도있는데 걍 정상적으로 살아 ㅠㅠ,0,↳ 답글,@user-uk4bj2sf4c,2025. 9. 23. 오후 12:36:47,4,negative,1,neutral,2,negative,1,neutral,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,2,negative,3,"disgust,concern,judgment",anti_polyamory,4,practical/moral,"다자연애는 더럽고 문란하다,다자연애는 성병 위험이 있다,다자연애는 정상적인 삶이 아니다","일대일 관계가 정상적이고 건강한 관계이다,다자연애는 부도덕하고 위험하다,개인은 사회적 규범에 순응해야 한다",2,4,2,2
저나이때 한창 저런 상식적이지 않은걸로 자부심 느끼면서 대단한 깨인 사고방식 가진 양 잘난척 하고 싶을 수는 있는데 결국 츄닝의 끝은 순정이라고 나중에 보면 결국 큰 틀에서는 보편적 가치관에 부합하여 사는게 정신건강에 좋음,220,원댓글,@teshaaaaa,2025. 9. 11. 오전 12:12:58,4,positive,2,negative,3,negative,2,negative,1,neutral,2,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,3,2,negative,3,"비판,경멸,우려",anti_polyamory,4,moral/practical,"다자연애는 일시적인 '츄닝'이며, 결국 '순정'으로 돌아간다.,보편적 가치관에 부합하는 삶이 정신 건강에 좋다.","다자연애는 '상식적이지 않다'.,순정이 가장 안정적인 관계 형태이다.,정신 건강은 보편적 가치관을 따르는 데 달려 있다.",3,4,2,3
"내 말이 이 말. 그냥 &#39;다자연애&#39;로 출연을 했지만, 그냥 자기 인성만 보여주고 나옴. 자부심이 하늘을 찌름.",10,↳ 답글,@Heize_Fan_Bbazzik,2025. 9. 11. 오후 8:40:26,3,negative,4,negative,3,negative,1,neutral,2,negative,2,neutral,complex,contextual,harmful,undefined,4,2,3,2,3,3,negative,4,"disappointment,frustration,criticism",anti_polyamory,4,personal,"다자연애 출연자가 인성만 보여줌,자부심이 과도함","다자연애는 책임감과 성숙함을 요구한다,개인의 문제점이 다자연애의 실패로 이어진다",3,4,2,3
완전 인정. 나도 내나이가 33살때 엄청 많이 뒤늦은 후회를 했지. 내가 20대때 철부지 없을때 사실 내가 직업이 미국 간호사야. 그래서 20대때 내 또래 에 비해서 돈도 잘벌고 그랬음. 근데 문제는 내가 헛바람이 들어서 내 나이또래에 사는 친구들과 다르게 쿨한 삶을 살고 싶어서 난라리같은 엑스들 사귀고 막 마약에 손도 되고 대마초도 피우고 ㅋㅋㅋ 존나 쿨 하게 보이려고 막. 난 내 또래애들처럼 일 착실히 열심히해서 내 개발이나 하는 그런 지루한 삶을 살고 싶지않다고 생각해서 내 멎대로 살았어. 난 내가 사는 삶이 사람들의 갇힌 생각의 틀을 깨고 존나게 쿨 하고 특별한 삶을 산다고 큰 착각 하고 살았어. 그 결과로 평생 없어지 않는 성병도 옮았고 돈은 돈대로 다 날리고... 결혼도 못했고.. 지금 개후회중. 그냥 일이나 열심히하면서 공부도 더 하고 내 개발이나 할걸. 어른들이 하는말 틀린거 없어.,9,↳ 답글,@ky2735,2025. 9. 14. 오전 7:09:03,4,negative,2,neutral,1,neutral,3,negative,3,negative,2,neutral,undefined,flexible,undefined,individual,4,2,4,2,4,1,negative,5,"regret,shame,disappointment",anti_hedonism,5,personal,"젊은 시절의 방탕한 삶은 후회를 남긴다,어른들의 말은 틀린 것이 없다,자기 계발이 중요하다","안정적인 삶이 행복의 조건이다,사회적 성공은 자기 계발을 통해 가능하다,쾌락 추구는 일시적인 만족만 줄 뿐이다",3,4,3,3
